color,name,japanese,english
0xffffff,白,しろ,white
0xc0c0c0,銀,ぎん,silver
0x808080,灰,はい,gray
0x000000,黒,くろ,black
0xff0000,赤,あか,red
0x800000,マロン,まろん,maroon
0xffff00,黄,き,yellow
0x808000,オリーブ,おりーぶ,olive
0x00ff00,ライム,らいむ,lime
0x008000,緑,みどり,green
0x00ffff,アクア,あくあ,aqua
0x008080,ティール,てぃーる,teal
0x0000ff,青,あお,blue
0x000080,ネイビー,ねいびー,navy
0xff00ff,フクシャ,ふくしゃ,fuchsia
0x800080,紫,むらさき,purple
