color,name,japanese,english
0xfffef6,乳白色,にゅうはくしょく,
0xf47a44,人参色,にんじんいろ,
0x000b00,濡烏,ぬれがらす,
0x000b00,濡羽色,ぬればいろ,
0x1f2f54,ネイビー,ねいびー,navy
0x1f2f54,ネービーブルー JIS,ねーびーぶるー,navy blue
0xffd167,ネープルスイエロー JIS,ねーぷるすいえろー,Naples yellow
0xfddac5,ネールピンク JIS,ねーるぴんく,nail pink
0x6e6a37,根岸色,ねぎしいろ,
0x8a8c8e,鼠色 JIS,ねずみいろ,
0xfff4db,練色,ねりいろ,
0x010066,濃青色,のうせいしょく,
0x561b24,バーガンディー JIS,ばーがんでぃー,burgundy
0xe2e3cb,パーチメント,ぱーちめんと,parchment
0x956daf,パープル JIS,ぱーぷる,purple
0x6f51a1,パープルブルー,ぱーぷるぶるー,purple blue
0xf26649,バーミリオンJIS,ばーみりおん,vermilion
0xf26649,バーミリオン,ばーみりおん,vermillion
0xbdbdb7,パールグレイ JIS,ぱーるぐれい,pearl gray
0xbdbdb7,パールグレー,ぱーるぐれー,pearl gray
0xfffef2,パールホワイト,ぱーるほわいと,pearl white
0x76573c,バーントアンバー JIS,ばーんとあんばー,burnt umber
0xc85d5a,バーントオレンジ,ばーんとおれんじ,burnt orange
0xab5239,バーントシェンナ JIS,ばーんとしぇんな,burnt sienna
0x806c68,灰赤,はいあか,
0xe1afbe,灰赤紫,はいあかむらさき,
0x717375,灰色 JIS,はいいろ,
0x7159a6,バイオレット JIS,ばいおれっと,violet
0xe6d2c9,灰桜,はいざくら,
0x465daa,バイスブルー,ばいすぶるー,bice blue
0x905c40,灰茶 JIS,はいちゃ,
0x5b8063,灰緑,はいみどり,
0x6c676e,鋼色,はがねいろ,
0xb47454,黄櫨色,はじいろ,
0xb47454,櫨色,はじいろ,
0xfedcbd,肌色 JIS,はだいろ,
0xe7bb5e,蜂蜜色,はちみついろ,
0x9687a3,鳩羽色 JIS,はとばいろ,
0x9687a3,鳩羽鼠,はとばねず,
0x9687a3,鳩羽鼠,はとばねずみ,
0x00738a,花浅葱,はなあさぎ,
0x426ab3,花色,はないろ,
0x267ca7,縹,はなだ,
0x267ca7,縹色 JIS,はなだいろ,
0x267ca7,花田色,はなだいろ,
0x5f4894,花紫,はなむらさき,
0x28598f,花紺青,はなこんじょう,
0xe7bb5e,ハニー,はにー,honey
0xfac7c1,唐棣色,はねずいろ,
0xfac7c1,朱華色,はねずいろ,
0xc69e6e,バフ JIS,ばふ,buff
0xf0566e,薔薇色 JIS,ばらいろ,
0xf0566e,薔薇色,そうびいろ,
0x1a4472,パリブルー,ぱりぶるー,Paris blue
0x1a4472,パリスブルー,ぱりすぶるー,Paris blue
0x583f99,パンジー JIS,ぱんじー,pansy
0x00633a,ハンターグリーン,はんたーぐりーん,hunter green
0xf30100,ハンティングピンク,はんてぃんぐぴんく,hunting pink
0x905740,バンダイクブラウン,ばんだいくぶらうん,Vandyke brown
0x905740,ヴァンダイクブラウン,ヴぁんだいくぶらうん,Van Dyck brown
0xe4c068,バンブー,ばんぶー,bamboo
0xe29956,パンプキン,ぱんぷきん,pumpkin
0x89a368,ピーグリーン,ぴーぐりーん,pea green
0x00ae9d,ピーコックグリーン JIS,ぴーこっくぐりーん,peacock green
0x00a2a4,ピーコックブルー JIS,ぴーこっくぶるー,peacock blue
0xfdd1b0,ピーチ JIS,ぴーち,peach
0xf58f98,ピーチブロッサム,ぴーちぶろっさむ,peach blossom
0xf58f98,ピーチブラッサム,ぴーちぶらっさむ,peach blossom
0xda523a,緋色,ひいろ,
0x3f9877,翡翠色,ひすいいろ,
0xbc9c78,ビスケット,びすけっと,biscuit
0xb4cf9e,ピスタシオグリーン,ぴすたしおぐりーん,pistacho green
0xb4cf9e,ピスタチオグリーン,ぴすたちおぐりーん,pistacho green
0xcae8e2,秘色,ひそく,
0xcae8e2,秘色,ひしょく,
0xffc20e,向日葵色 JIS,ひまわりいろ,
0x78cdd1,白群 JIS,びゃくぐん,
0xcde6c7,白緑 JIS,びゃくろく,
0x659ad2,ヒヤシンス JIS,ひやしんす,hyacinth
0x00896b,ビリジアン JIS,びりじあん,viridian
0x00896b,ビリジャン,びりじゃん,viridian
0x005d4d,ビリヤードグリーン JIS,びりやーどぐりーん,billiard green
0xcbc547,鶸色 JIS,ひわいろ,
0x8f4b38,檜皮色 JIS,ひわだいろ,
0x8f4b38,桧皮色,ひわだいろ,
0x958c59,鶸茶,ひわちゃ,
0xf8aba6,ピンク JIS,ぴんく,pink
0x356d64,ファーグリーン,ふぁーぐりーん,fir green
0xf15b40,ファイアーレッド,ふぁいあーれっど,fire red
0xc0cddc,ファウンテンブルー,ふぁうんてんぶるー,fountain blue
0xf16682,ブーゲンビリア,ぶーげんびりあ,bougainvillaea
0x465daa,フェルメールブルー,ふぇるめーるぶるー,Vermeer blue
0x72c6ef,フォゲットミーノット,ふぉげっとみーのっと,forget-me-not
0x937b69,フォーン,ふぉーん,fawn
0x758492,フォグブルー,ふぉぐぶるー,fog blue
0x758492,フォッグブルー,ふぉっぐぶるー,fog blue
0x26896d,フォレストグリーン JIS,ふぉれすとぐりーん,forest green
0x94a78e,深川鼠,ふかがわねずみ,
0x274765,深縹,ふかきはなだ,
0xb4534b,深緋,ふかひ,
0x005931,深緑 JIS,ふかみどり,
0xcc1669,フクシャ,ふくしゃ,fuchsia
0xcc1669,フクシア,ふくしあ,fuchsia
0xcc1669,フューシャ,ふゅーしゃ,fuchsia
0xb455a0,フクシャパープル,ふくしゃぱーぷる,fuchsia purple
0xe95b6b,フクシャピンク,ふくしゃぴんく,fuchsia pink
0xe8204e,フクシャレッド,ふくしゃれっど,fuchsia red
0x49796b,フーカスグリーン,ふーかすぐりーん,Hooker's green
0xafb4db,藤色 JIS,ふじいろ,
0x6a6da9,藤納戸 JIS,ふじなんど,
0x6a6da9,藤御納戸,ふじおなんど,
0xa194a6,藤鼠,ふじねず,
0x9b95c9,藤紫 JIS,ふじむらさき,
0x6b4978,二藍,ふたあい,
0x691c2a,葡萄色,ぶどういろ,
0x725761,葡萄鼠,ぶどうねずみ,
0x875c44,ブラウン,ぶらうん,brown
0x0d0116,ブラック JIS,ぶらっく,black
0xf58e7d,フラミンゴ,ふらみんご,flamingo
0x007dc5,ブルー JIS,ぶるー,blue
0x00ae95,ブルーグリーン,ぶるーぐりーん,blue green
0x758492,ブルーフォグ,ぶるーふぉぐ,blue fog
0x1a4472,プルシアンブルー JIS,ぷるしあんぶるー,Prussian Blue
0x1a4472,プルシア藍,ぷるしああい,
0xffe6ce,フレッシュ,ふれっしゅ,flesh
0xe3c1bb,フレッシュピンク,ふれっしゅぴんく,flesh pink
0x9a6229,ブロンズ JIS,ぶろんず,bronze
0x1a4472,ブロンズブルー,ぶろんずぶるー,bronze blue
0xef4123,ブロンズレッド,ぶろんずれっど,bronze red
0xf3d18a,ブロンド JIS,ぶろんど,"blond, blonde"
0xe7d0a9,ベージュ JIS,べーじゅ,beige
0xe7d0a9,ベージ,べーじ,beige
0xb97e4d,ヘーゼルブラウン,へーぜるぶらうん,hazel brown
0xffe6ce,ペールオレンジ,ぺーるおれんじ,pale orange
0xc5956b,ペールブラウン,ぺーるぶらうん,pale brown
0xf37167,ベゴニア,べごにあ,begonia
0xfdd1b0,ペッシュ JIS,ぺっしゅ,p?che
0xd93a49,紅赤 JIS,べにあか,
0xc22047,紅色 JIS,べにいろ,
0x963531,紅海老茶 JIS,べにえびちゃ,
0xb4534b,紅樺色 JIS,べにかばいろ,
0x892f1b,紅殻色,べにがらいろ,
0xe83929,紅緋 JIS,べにひ,
0xfee3d7,ベビーピンク JIS,べびーぴんく,baby pink
0xade0ee,ベビーブルー JIS,べびーぶるー,baby blue
0x8a77b7,ヘリオトロープ JIS,へりおとろーぷ,heliotrope
0x6658a6,ベルフラワー,べるふらわー,bellflower
0x1a4472,ベルリンブルー,べるりんぶるー,Berlin Blue
0x1a4472,ベレンス,べれんす,
0x892f1b,弁柄色 JIS,べんがらいろ,
0x892f1b,紅殻色,べんがらいろ,
0x892f1b,弁柄色,べにがらいろ,
0x892f1b,紅殻色,べにがらいろ,
0x97441d,ヘンナ,へんな,henna
0xe761a4,牡丹色 JIS,ぼたんいろ,
0x005739,ボトルグリーン JIS,ぼとるぐりーん,bottle green
0xf04e58,ポピーレッド JIS,ぽぴーれっど,poppy red
0x92d7e7,ホリゾンブルー JIS,ほりぞんぶるー,horizon blue
0x92d7e7,ホライズンブルー,ほらいずんぶるー,horizon blue
0x5f161d,ボルドー JIS,ぼるどー,bordeaux
0xfffffb,ホワイト JIS,ほわいと,white
0xef454a,本朱,ほんしゅ,
0x8d3635,ポンペイアン・レッド,ぽんぺいあん・れっど,Pompeian red
0x997a8d,マウントバッテンピンク,まうんとばってんぴんく,Mountbatten pink
0xa7894b,マスタード,ますたーど,mustard
0xec008c,マゼンタ JIS,まぜんた,magenta
0xec008c,マジェンタ,まじぇんた,magenta
0xdf8d7d,真赭,まそお,
0xdf8d7d,真朱,まそお,
0xb7ba6b,抹茶色 JIS,まっちゃいろ,
0x74905d,松葉色 JIS,まつばいろ,
0x74905d,松の葉色,まつのはいろ,
0x465daa,マドンナ,まどんな,Madonna
0x465daa,マドンナブルー,まどんなぶるー,Madonna blue
0x692927,マホガニー,まほがにー,mahogany
0x009d5b,マラカイトグリーン JIS,まらかいとぐりーん,malachite green
0xf79428,マリーゴールド JIS,まりーごーるど,marigold
0x006881,マリンブルー JIS,まりんぶるー,marine blue
0x800000,マルーン JIS,まるーん,maroon
0x73c2fb,マヤブルー,まやぶるー,maya blue
0xed9e31,マンダリンオレンジ JIS,まんだりんおれんじ,mandarin orange
0xffc40c,ミカドイエロー,みかどいえろー,Mikado Yellow
0xf68b1f,蜜柑色 JIS,みかんいろ,
0x70a19f,水浅葱 JIS,みずあさぎ,
0x70a19f,水浅黄,みずあさぎ,
0xafdfe4,水色 JIS,みずいろ,
0xafdfe4,水縹,みずはなだ,
0x001f43,ミッドナイトブルー JIS,みっどないとぶるー,midnight blue
0x008000,緑 JIS,みどり,
0x00793d,翠,みどり,
0x94a78e,港鼠,みなとねずみ,
0x6e6b41,海松色 JIS,みるいろ,
0x6e6b41,水松色,みるいろ,
0xfffef6,ミルキーホワイト,みるきーほわいと,milky white
0xfffef6,ミルク色,みるくいろ,
0x1a4472,ミロリーブルー,みろりーぶるー,Milori blue
0x1a4472,ミロリブルー,みろりぶるー,Milori blue
0x90ce9c,ミントグリーン JIS,みんとぐりーん,mint green
0x8b52a1,紫 JIS,むらさき,
0xffd768,メイズ,めいず,maize
0x5c3b54,滅紫,めっし,
0xa9d159,萌黄,もえぎ,
0xa9d159,萌黄色,もえぎいろ,
0xa9d159,萌木色,もえぎいろ,
0x006c4f,萌葱色 JIS,もえぎいろ,
0x855896,モーブ JIS,もーぶ,mauve
0xc7a252,木蘭,もくらん,
0xc7a252,木蘭色,もくらんいろ,
0x5b6f3a,モスグリーン,もすぐりーん,moss green
0x8f917f,モスグレイ,もすぐれい,moss gray
0x8f917f,モスグレー,もすぐれー,moss gray
0xf58f98,桃色 JIS,ももいろ,
0xf58f98,桃花色,もものはないろ,
0x542d24,百塩茶,ももしおちゃ,
0xadca80,柳色,やなぎいろ,
0xbab454,柳茶,やなぎちゃ,
0x738581,山藍摺,やまあいずり,
0x83866c,山鳩色,やまばといろ,
0xfcaf17,山吹色 JIS,やまぶきいろ,
0xffdaa2,雄黄,ゆうおう,
0x404048,黝色,ゆうしょく,
0x542d24,羊羹色,ようかんいろ,
0xc53258,洋紅,ようこう,
0xc53258,洋紅,ようべに,
0x616b07,蓬色,よもぎいろ,
0xabe1fa,ライトブルー,らいとぶるー,light blue
0x87cefa,ライトサックスブルー,らいとさっくすぶるー,light saxe blue
0x5aff19,ライム,らいむ,lime
0x5aff19,ライムグリーン,らいむぐりーん,lime green
0xc7b2d6,ライラック JIS,らいらっく,lilac
0xb7704f,駱駝色 JIS,らくだいろ,
0x8d1a4a,ラズベリー,らずべりー,raspberry
0x974407,ラセット,らせっと,russet
0x974407,ラセットブラウン,らせっとぶらうん,russet brown
0x426ab3,ラピスラズリ,らぴすらずり,lapis lazuli
0x465daa,ラファエル,らふぁえる,Raphael
0xb7a8cc,ラベンダー JIS,らべんだー,lavender
0x00aeef,藍紫色,らんししょく,
0x006f86,藍緑色,らんりょくしょく,
0xc7a252,蘭茶,らんちゃ,
0x221816,ランプブラック JIS,らんぷぶらっく,lamp black
0x91ba58,リーフグリーン JIS,りーふぐりーん,leaf green
0x6e6636,璃寛茶,りかんちゃ,
0x547443,利休藍,りきゅうあい,
0x667137,利休色,りきゅういろ,
0xcccf9a,利休白茶,りきゅうしらちゃ,
0x776d3a,利休茶,りきゅうちゃ,
0x555e43,利休生壁,りきゅうなまかべ,
0x54745c,利休鼠,りきゅうねず,
0x54745c,利休鼠 JIS,りきゅうねずみ,
0x375a5f,リバーブルー,りばーぶるー,river blue
0x47845e,緑青色,りょくしょういろ,
0x9079ad,竜胆色,りんどういろ,
0xcf355d,ルビーレッド JIS,るびーれっど,ruby red
0x2a5caa,瑠璃色 JIS,るりいろ,
0x224b8f,瑠璃紺 JIS,るりこん,
0xffe8af,レグホーン JIS,れぐほーん,leghorn
0xffe8af,レグホン,れぐほん,leghorn
0xf15b5b,レッド JIS,れっど,red
0xf067a6,レッドパープル,れっどぱーぷる,red purple
0xfff450,レモンイエロー JIS,れもんいえろー,lemon yellow
0xfff450,檸檬色,れもんいろ,
0xae5039,煉瓦色 JIS,れんがいろ,
0x1955a6,ロイヤルブルー,ろいやるぶるー,royal blue
0x231f20,呂色,ろいろ,
0x231f20,呂色,ろういろ,
0x231f20,蝋色,ろいろ,
0x231f20,蝋色,ろういろ,
0x89652b,ローアンバー JIS,ろーあんばー,raw umber
0xd57a3d,ローシェンナ JIS,ろーしぇんな,raw sienna
0xef4868,ローズ JIS,ろーず,rose
0x948779,ローズグレイ JIS,ろーずぐれい,rose gray
0x948779,ローズグレー,ろーずぐれー,rose gray
0xf5989d,ローズピンク JIS,ろーずぴんく,rose pink
0x950042,ローズマダー,ろーずまだー,rose madder
0xf05f8d,ローズレッド JIS,ろーずれっど,rose red
0x47845e,緑青色,ろくしょういろ,
0x47845e,緑青色 JIS,りょくしょういろ,
0x8a7035,路考茶,ろこうちゃ,
0x8d3043,ワインレッド JIS,わいんれっど,wine red
0x8d3043,ワインカラー,わいんからー,wine color
0xc3d941,若草色 JIS,わかくさいろ,
0x65c294,若竹色 JIS,わかたけいろ,
0xabc88b,若葉色 JIS,わかばいろ,
0x9dd29c,若緑,わかみどり,
0xa6c78e,山葵色,わさびいろ,
0x7bbfea,勿忘草色 JIS,わすれなぐさいろ,
